campaign,age,age_youngest_child,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
2.000,36.0,10.0,Princeton,36.0,F,0.000,0.000,0.000,47.0,26341.0,U,3.0,39.0,48.0,4.0,3.0,0.0,0.0,11.0,41.0,0.0
2.000,54.0,22.0,Princeton,54.0,F,0.000,0.000,0.000,47.0,26341.0,U,2.0,11.0,12.0,4.0,0.0,0.0,0.0,11.0,41.0,0.0
2.000,37.0,7.0,Princeton,37.0,F,0.000,0.000,0.000,54.0,26312.0,S,3.0,40.0,48.0,2.0,0.0,0.0,0.0,8.0,37.0,0.0
1.000,39.0,10.0,Kingsville,39.0,F,0.000,0.000,0.000,54.0,26312.0,S,3.0,22.0,24.0,2.0,0.0,2.0,1.0,8.0,37.0,12.946
2.000,32.0,6.0,Queensbury,32.0,M,0.000,0.000,0.000,54.0,26312.0,M,3.0,14.0,24.0,2.0,1.0,0.0,0.0,8.0,37.0,0.0
2.000,45.0,14.0,Kingsville,45.0,F,0.000,0.000,0.000,64.0,26258.0,U,7.0,15.0,24.0,1.0,2.0,0.0,0.0,4.0,31.0,0.0
2.000,42.0,10.0,Catburg,42.0,M,0.000,0.000,0.000,47.0,26331.0,S,5.0,20.0,24.0,4.0,0.0,0.0,0.0,12.0,40.0,0.0
4.000,34.0,4.0,Catburg,34.0,F,0.000,0.000,0.000,52.0,26330.0,S,3.0,22.0,24.0,2.0,7.0,5.0,1.0,12.0,34.0,8.099
2.000,29.0,0.0,Queensbury,29.0,F,0.000,0.000,0.000,52.0,26330.0,S,3.0,-2.0,0.0,2.0,3.0,0.0,0.0,12.0,34.0,0.0
2.000,17.0,0.0,Foxton,17.0,F,0.000,0.000,0.000,60.0,26296.0,S,2.0,8.0,12.0,1.0,0.0,0.0,0.0,4.0,34.0,0.0
2.000,41.0,11.0,Foxton,41.0,F,0.000,0.000,0.000,54.0,26333.0,S,2.0,32.0,36.0,2.0,0.0,0.0,0.0,11.0,33.0,0.0
2.000,45.0,17.0,Queensbury,45.0,F,0.000,0.000,0.000,54.0,26333.0,M,2.0,36.0,48.0,2.0,2.0,0.0,0.0,11.0,33.0,0.0
2.000,39.0,9.0,Catburg,39.0,M,0.000,0.000,0.000,68.0,26285.0,U,4.0,29.0,36.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0
2.000,59.0,29.0,Princeton,59.0,M,0.000,0.000,0.000,50.0,26310.0,S,2.0,37.0,48.0,3.0,0.0,2.0,1.0,8.0,40.0,7.942
3.000,45.0,13.0,Foxton,45.0,F,0.000,0.000,0.000,50.0,26310.0,U,3.0,13.0,24.0,3.0,1.0,2.0,1.0,8.0,40.0,12.679
2.000,47.0,15.0,Foxton,47.0,F,0.000,0.000,0.000,66.0,26279.0,M,2.0,27.0,36.0,0.0,2.0,2.0,1.0,11.0,22.0,9.716
3.000,32.0,5.0,Kingsville,32.0,F,0.000,0.000,0.000,66.0,26279.0,S,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,11.0,22.0,0.0
2.000,37.0,4.0,Ravensville,37.0,M,0.000,0.000,0.000,58.0,26321.0,M,7.0,25.0,36.0,2.0,3.0,4.0,3.0,16.0,25.0,10.485
3.000,37.0,4.0,Ravensville,37.0,M,0.000,0.000,0.000,58.0,26321.0,M,7.0,25.0,36.0,2.0,3.0,4.0,3.0,16.0,25.0,10.485
2.000,37.0,9.0,Foxton,37.0,M,0.000,0.000,0.000,58.0,26321.0,S,7.0,10.0,12.0,2.0,2.0,0.0,0.0,16.0,25.0,0.0
3.000,37.0,9.0,Foxton,37.0,M,0.000,0.000,0.000,58.0,26321.0,S,7.0,10.0,12.0,2.0,2.0,0.0,0.0,16.0,25.0,0.0
2.000,67.0,36.0,Kingsville,67.0,M,0.000,0.000,0.000,55.0,26321.0,M,3.0,36.0,48.0,2.0,2.0,0.0,0.0,7.0,36.0,0.0
3.000,67.0,36.0,Kingsville,67.0,M,0.000,0.000,0.000,55.0,26321.0,M,3.0,36.0,48.0,2.0,2.0,0.0,0.0,7.0,36.0,0.0
2.000,53.0,21.0,Kingsville,53.0,M,0.000,0.000,0.000,55.0,26321.0,U,3.0,7.0,12.0,2.0,0.0,4.0,4.0,7.0,36.0,10.693
2.000,31.0,6.0,Princeton,31.0,M,0.000,0.000,0.000,61.0,26317.0,U,6.0,7.0,12.0,1.0,3.0,4.0,3.0,8.0,29.0,10.129
2.000,31.0,6.0,Kingsville,31.0,F,0.000,0.000,0.000,52.0,26289.0,U,2.0,-3.0,0.0,3.0,2.0,1.0,0.0,9.0,37.0,0.0
3.000,31.0,6.0,Kingsville,31.0,F,0.000,0.000,0.000,52.0,26289.0,U,2.0,-3.0,0.0,3.0,2.0,1.0,0.0,9.0,37.0,0.0
2.000,37.0,10.0,Kingsville,37.0,M,0.000,0.000,0.000,71.0,26304.0,S,3.0,17.0,24.0,0.0,0.0,4.0,2.0,9.0,18.0,10.132
3.000,37.0,10.0,Kingsville,37.0,M,0.000,0.000,0.000,71.0,26304.0,S,3.0,17.0,24.0,0.0,0.0,4.0,2.0,9.0,18.0,10.132
2.000,41.0,10.0,Foxton,41.0,M,0.000,0.000,0.000,53.0,26305.0,S,7.0,40.0,48.0,2.0,2.0,3.0,1.0,19.0,26.0,9.692
1.000,41.0,10.0,Foxton,41.0,M,0.000,0.000,0.000,53.0,26305.0,S,7.0,40.0,48.0,2.0,2.0,3.0,1.0,19.0,26.0,9.692
3.000,41.0,10.0,Foxton,41.0,M,0.000,0.000,0.000,53.0,26305.0,S,7.0,40.0,48.0,2.0,2.0,3.0,1.0,19.0,26.0,9.692
3.000,64.0,32.0,Catburg,64.0,M,0.000,0.000,0.000,53.0,26305.0,U,6.0,32.0,36.0,2.0,3.0,0.0,0.0,19.0,26.0,0.0
2.000,64.0,32.0,Catburg,64.0,M,0.000,0.000,0.000,53.0,26305.0,U,6.0,32.0,36.0,2.0,3.0,0.0,0.0,19.0,26.0,0.0
4.000,48.0,18.0,Kingsville,48.0,F,0.000,0.000,0.000,57.0,26300.0,S,3.0,21.0,24.0,2.0,1.0,2.0,2.0,12.0,30.0,11.386
3.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,57.0,26300.0,S,3.0,34.0,36.0,2.0,1.0,0.0,0.0,12.0,30.0,0.0
2.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,57.0,26300.0,S,3.0,34.0,36.0,2.0,1.0,0.0,0.0,12.0,30.0,0.0
3.000,42.0,15.0,Ravensville,42.0,F,0.000,0.000,0.000,67.0,26324.0,M,5.0,41.0,48.0,0.0,0.0,3.0,2.0,7.0,24.0,13.924
3.000,36.0,8.0,Catburg,36.0,F,0.000,0.000,0.000,67.0,26324.0,M,5.0,37.0,48.0,0.0,0.0,2.0,1.0,7.0,24.0,12.079
2.000,36.0,8.0,Catburg,36.0,F,0.000,0.000,0.000,67.0,26324.0,M,5.0,37.0,48.0,0.0,0.0,2.0,1.0,7.0,24.0,12.079
2.000,14.0,0.0,Princeton,14.0,M,0.000,0.000,0.000,40.0,26272.0,S,6.0,12.0,24.0,5.0,4.0,4.0,2.0,9.0,49.0,8.801
3.000,14.0,0.0,Princeton,14.0,M,0.000,0.000,0.000,40.0,26272.0,S,6.0,12.0,24.0,5.0,4.0,4.0,2.0,9.0,49.0,8.801
1.000,14.0,0.0,Princeton,14.0,M,0.000,0.000,0.000,40.0,26272.0,S,6.0,12.0,24.0,5.0,4.0,4.0,2.0,9.0,49.0,8.801
2.000,49.0,20.0,Princeton,49.0,M,0.000,0.000,0.000,63.0,26280.0,U,6.0,9.0,12.0,1.0,2.0,5.0,3.0,10.0,25.0,10.196
2.000,24.0,0.0,Queensbury,24.0,F,0.000,0.000,0.000,59.0,26261.0,S,6.0,18.0,24.0,1.0,0.0,0.0,0.0,11.0,28.0,0.0
2.000,42.0,10.0,Kingsville,42.0,F,0.000,0.000,0.000,59.0,26261.0,U,6.0,9.0,12.0,1.0,1.0,0.0,0.0,11.0,28.0,0.0
2.000,52.0,27.0,Queensbury,52.0,M,0.000,0.000,0.000,48.0,26257.0,M,3.0,36.0,48.0,3.0,0.0,2.0,1.0,12.0,39.0,7.727
2.000,37.0,6.0,Ravensville,37.0,F,0.000,0.000,0.000,65.0,26299.0,U,7.0,30.0,36.0,0.0,0.0,2.0,1.0,11.0,22.0,7.307
1.000,38.0,8.0,Ravensville,38.0,F,0.000,0.000,0.000,68.0,26261.0,M,4.0,12.0,24.0,0.0,1.0,4.0,3.0,5.0,26.0,9.585
2.000,44.0,11.0,Foxton,44.0,M,0.000,0.000,0.000,68.0,26261.0,M,4.0,-7.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,0.0
2.000,36.0,8.0,Foxton,36.0,F,0.000,0.000,0.000,68.0,26261.0,M,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,0.0
3.000,38.0,12.0,Kingsville,38.0,F,0.000,0.000,0.000,59.0,26316.0,M,7.0,14.0,24.0,2.0,1.0,0.0,0.0,12.0,28.0,0.0
2.000,75.0,46.0,Catburg,75.0,F,0.000,0.000,0.000,51.0,26313.0,U,2.0,8.0,12.0,3.0,0.0,4.0,3.0,11.0,36.0,11.492
2.000,26.0,0.0,Princeton,26.0,M,0.000,0.000,0.000,56.0,26289.0,S,2.0,40.0,48.0,2.0,0.0,0.0,0.0,10.0,33.0,0.0
2.000,36.0,10.0,Queensbury,36.0,M,0.000,0.000,0.000,55.0,26252.0,M,2.0,19.0,24.0,2.0,3.0,0.0,0.0,15.0,29.0,0.0
2.000,35.0,4.0,Kingsville,35.0,M,0.000,0.000,0.000,55.0,26252.0,S,2.0,34.0,36.0,2.0,0.0,0.0,0.0,15.0,29.0,0.0
4.000,38.0,4.0,Foxton,38.0,M,0.000,0.000,0.000,43.0,26358.0,S,3.0,21.0,24.0,4.0,0.0,3.0,3.0,12.0,44.0,10.73
4.000,25.0,0.0,Catburg,25.0,M,0.000,0.000,0.000,70.0,26470.0,S,5.0,22.0,24.0,0.0,0.0,6.0,2.0,6.0,22.0,8.718
3.000,46.0,24.0,Ravensville,46.0,M,0.000,0.000,0.000,49.0,26472.0,S,5.0,12.0,24.0,3.0,2.0,4.0,1.0,5.0,44.0,8.989
1.000,46.0,24.0,Ravensville,46.0,M,0.000,0.000,0.000,49.0,26472.0,S,5.0,12.0,24.0,3.0,2.0,4.0,1.0,5.0,44.0,8.989
2.000,29.0,0.0,Foxton,29.0,M,0.000,0.000,0.000,35.0,26529.0,S,2.0,21.0,24.0,6.0,3.0,2.0,2.0,18.0,46.0,9.821
2.000,47.0,17.0,Foxton,47.0,M,0.000,0.000,0.000,63.0,26456.0,S,5.0,-5.0,0.0,1.0,0.0,1.0,0.0,10.0,25.0,0.0
2.000,66.0,37.0,Princeton,66.0,F,0.000,0.000,0.000,61.0,26509.0,U,6.0,27.0,36.0,1.0,0.0,0.0,0.0,9.0,28.0,0.0
3.000,52.0,26.0,Foxton,52.0,M,0.000,0.000,0.000,51.0,26533.0,M,5.0,17.0,24.0,3.0,1.0,0.0,0.0,13.0,34.0,0.0
2.000,52.0,26.0,Foxton,52.0,M,0.000,0.000,0.000,51.0,26533.0,M,5.0,17.0,24.0,3.0,1.0,0.0,0.0,13.0,34.0,0.0
1.000,30.0,1.0,Foxton,30.0,F,0.000,0.000,0.000,55.0,26457.0,U,3.0,41.0,48.0,2.0,1.0,2.0,1.0,13.0,30.0,9.009
2.000,37.0,9.0,Catburg,37.0,M,0.000,0.000,0.000,55.0,26457.0,S,3.0,-3.0,0.0,2.0,0.0,0.0,0.0,13.0,30.0,0.0
3.000,31.0,1.0,Foxton,31.0,F,0.000,0.000,0.000,31.0,26550.0,M,7.0,23.0,36.0,6.0,2.0,6.0,3.0,26.0,42.0,11.578
1.000,39.0,7.0,Ravensville,39.0,F,0.000,1.000,0.000,53.0,26459.0,S,4.0,29.0,36.0,2.0,2.0,3.0,2.0,5.0,41.0,12.742
2.000,39.0,7.0,Ravensville,39.0,F,0.000,1.000,0.000,53.0,26459.0,S,4.0,29.0,36.0,2.0,2.0,3.0,2.0,5.0,41.0,12.742
2.000,43.0,16.0,Kingsville,43.0,M,0.000,1.000,0.000,60.0,26469.0,U,3.0,20.0,24.0,1.0,0.0,0.0,0.0,7.0,31.0,0.0
2.000,28.0,0.0,Kingsville,28.0,M,0.000,0.000,0.000,53.0,26479.0,S,6.0,14.0,24.0,3.0,0.0,1.0,1.0,9.0,37.0,8.432
2.000,59.0,30.0,Princeton,59.0,F,0.000,0.000,0.000,47.0,26532.0,U,3.0,38.0,48.0,4.0,0.0,1.0,1.0,10.0,41.0,7.236
2.000,68.0,39.0,Queensbury,68.0,F,0.000,0.000,0.000,38.0,26634.0,U,2.0,25.0,36.0,5.0,1.0,0.0,0.0,17.0,44.0,0.0
2.000,34.0,4.0,Foxton,34.0,F,0.000,0.000,0.000,39.0,26596.0,S,7.0,6.0,12.0,5.0,0.0,2.0,1.0,11.0,49.0,10.22
4.000,39.0,13.0,Catburg,39.0,M,0.000,0.000,0.000,54.0,26720.0,S,5.0,39.0,48.0,2.0,1.0,3.0,1.0,8.0,36.0,7.716
2.000,49.0,24.0,Queensbury,49.0,F,0.000,0.000,0.000,75.0,26700.0,S,5.0,38.0,48.0,0.0,3.0,0.0,0.0,7.0,16.0,0.0
2.000,10.0,0.0,Queensbury,10.0,M,0.000,0.000,0.000,66.0,26737.0,S,7.0,21.0,24.0,0.0,3.0,0.0,0.0,3.0,29.0,0.0
1.000,35.0,5.0,Ravensville,35.0,F,0.000,0.000,0.000,36.0,26664.0,M,5.0,29.0,36.0,5.0,1.0,2.0,1.0,14.0,48.0,7.85
2.000,41.0,14.0,Queensbury,41.0,F,0.000,0.000,0.000,54.0,26666.0,U,4.0,19.0,24.0,2.0,0.0,0.0,0.0,9.0,35.0,0.0
2.000,42.0,9.0,Queensbury,42.0,F,0.000,0.000,0.000,53.0,26672.0,U,4.0,24.0,36.0,2.0,0.0,0.0,0.0,13.0,32.0,0.0
2.000,41.0,12.0,Ravensville,41.0,M,0.000,0.000,0.000,59.0,26823.0,M,2.0,31.0,36.0,2.0,2.0,0.0,0.0,10.0,30.0,0.0
2.000,21.0,0.0,Ravensville,21.0,F,0.000,1.000,0.000,67.0,26786.0,S,6.0,15.0,24.0,0.0,2.0,4.0,1.0,7.0,25.0,8.992
4.000,24.0,0.0,Princeton,24.0,M,0.000,0.000,0.000,67.0,26833.0,S,5.0,41.0,48.0,0.0,0.0,3.0,2.0,10.0,22.0,10.001
3.000,41.0,11.0,Princeton,41.0,M,0.000,0.000,0.000,67.0,26833.0,M,5.0,28.0,36.0,0.0,0.0,4.0,2.0,10.0,22.0,10.634
2.000,21.0,0.0,Foxton,21.0,M,0.000,0.000,0.000,53.0,26850.0,S,5.0,20.0,24.0,2.0,2.0,1.0,1.0,9.0,37.0,8.199
2.000,42.0,13.0,Queensbury,42.0,F,0.000,0.000,0.000,45.0,26785.0,S,7.0,25.0,36.0,4.0,0.0,5.0,2.0,3.0,50.0,12.862
2.000,33.0,4.0,Kingsville,33.0,M,0.000,0.000,0.000,61.0,26798.0,S,5.0,-4.0,0.0,1.0,0.0,2.0,0.0,6.0,31.0,0.0
3.000,33.0,4.0,Kingsville,33.0,M,0.000,0.000,0.000,61.0,26798.0,S,5.0,-4.0,0.0,1.0,0.0,2.0,0.0,6.0,31.0,0.0
4.000,48.0,20.0,Ravensville,48.0,M,0.000,1.000,0.000,63.0,26824.0,M,1.0,39.0,48.0,1.0,1.0,3.0,1.0,13.0,22.0,8.62
2.000,48.0,20.0,Ravensville,48.0,M,0.000,1.000,0.000,63.0,26824.0,M,1.0,39.0,48.0,1.0,1.0,3.0,1.0,13.0,22.0,8.62
2.000,43.0,9.0,Princeton,43.0,M,0.000,0.000,0.000,63.0,26788.0,U,3.0,25.0,36.0,1.0,0.0,4.0,1.0,8.0,27.0,8.962
3.000,43.0,9.0,Princeton,43.0,M,0.000,0.000,0.000,63.0,26788.0,U,3.0,25.0,36.0,1.0,0.0,4.0,1.0,8.0,27.0,8.962
4.000,41.0,14.0,Foxton,41.0,M,0.000,0.000,0.000,59.0,26938.0,S,6.0,40.0,48.0,1.0,7.0,4.0,1.0,8.0,31.0,7.616
3.000,29.0,0.0,Queensbury,29.0,F,0.000,0.000,0.000,53.0,26889.0,S,4.0,12.0,24.0,2.0,2.0,3.0,2.0,12.0,34.0,9.437
2.000,40.0,11.0,Ravensville,40.0,M,0.000,0.000,0.000,53.0,26877.0,M,3.0,-4.0,0.0,2.0,2.0,0.0,0.0,10.0,36.0,0.0
3.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,43.0,26924.0,S,7.0,12.0,24.0,4.0,0.0,5.0,2.0,13.0,43.0,11.373
4.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,43.0,26924.0,S,7.0,12.0,24.0,4.0,0.0,5.0,2.0,13.0,43.0,11.373
2.000,45.0,16.0,Princeton,45.0,F,0.000,0.000,0.000,48.0,26896.0,U,4.0,22.0,24.0,3.0,1.0,5.0,2.0,12.0,39.0,11.086
1.000,35.0,10.0,Foxton,35.0,F,0.000,0.000,0.000,55.0,27015.0,S,3.0,22.0,24.0,2.0,2.0,3.0,1.0,4.0,39.0,10.862
3.000,31.0,3.0,Ravensville,31.0,M,0.000,0.000,0.000,51.0,26963.0,M,7.0,39.0,48.0,3.0,0.0,0.0,0.0,11.0,36.0,0.0
2.000,31.0,3.0,Ravensville,31.0,M,0.000,0.000,0.000,51.0,26963.0,M,7.0,39.0,48.0,3.0,0.0,0.0,0.0,11.0,36.0,0.0
2.000,31.0,3.0,Princeton,31.0,M,0.000,0.000,0.000,51.0,26963.0,M,7.0,14.0,24.0,3.0,3.0,3.0,2.0,11.0,36.0,10.456
2.000,43.0,12.0,Ravensville,43.0,F,0.000,0.000,0.000,68.0,27043.0,S,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0
2.000,46.0,15.0,Ravensville,46.0,F,0.000,0.000,0.000,68.0,27043.0,M,3.0,33.0,36.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0
3.000,46.0,15.0,Ravensville,46.0,F,0.000,0.000,0.000,68.0,27043.0,M,3.0,33.0,36.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0
1.000,38.0,9.0,Catburg,38.0,F,0.000,0.000,0.000,57.0,27037.0,M,5.0,23.0,24.0,2.0,1.0,4.0,4.0,4.0,37.0,11.574
2.000,39.0,7.0,Catburg,39.0,M,0.000,0.000,0.000,57.0,27037.0,U,5.0,22.0,24.0,2.0,0.0,0.0,0.0,4.0,37.0,0.0
3.000,39.0,8.0,Foxton,39.0,F,0.000,0.000,0.000,57.0,27037.0,U,5.0,29.0,36.0,2.0,1.0,3.0,1.0,4.0,37.0,7.899
4.000,39.0,8.0,Foxton,39.0,F,0.000,0.000,0.000,57.0,27037.0,U,5.0,29.0,36.0,2.0,1.0,3.0,1.0,4.0,37.0,7.899
3.000,54.0,18.0,Ravensville,54.0,F,0.000,0.000,0.000,57.0,27011.0,M,3.0,-1.0,0.0,2.0,3.0,0.0,0.0,12.0,30.0,0.0
3.000,37.0,9.0,Queensbury,37.0,M,0.000,0.000,0.000,57.0,27011.0,S,3.0,12.0,24.0,2.0,1.0,0.0,2.0,12.0,30.0,8.682
1.000,37.0,9.0,Queensbury,37.0,M,0.000,0.000,0.000,57.0,27011.0,S,3.0,12.0,24.0,2.0,1.0,0.0,2.0,12.0,30.0,8.682
4.000,38.0,11.0,Princeton,38.0,M,0.000,0.000,0.000,48.0,26983.0,U,2.0,22.0,24.0,3.0,1.0,3.0,2.0,14.0,37.0,8.409
2.000,38.0,11.0,Princeton,38.0,M,0.000,0.000,0.000,48.0,26983.0,U,2.0,22.0,24.0,3.0,1.0,3.0,2.0,14.0,37.0,8.409
2.000,63.0,36.0,Catburg,63.0,M,0.000,0.000,0.000,39.0,26993.0,S,2.0,7.0,12.0,5.0,2.0,2.0,2.0,16.0,43.0,9.652
2.000,34.0,9.0,Catburg,34.0,F,0.000,0.000,0.000,39.0,26993.0,M,3.0,16.0,24.0,5.0,0.0,0.0,0.0,16.0,43.0,0.0
4.000,42.0,13.0,Kingsville,42.0,M,0.000,0.000,0.000,39.0,26993.0,S,3.0,12.0,24.0,5.0,0.0,4.0,2.0,16.0,43.0,8.478
2.000,34.0,7.0,Catburg,34.0,M,0.000,1.000,0.000,68.0,26997.0,U,4.0,24.0,36.0,0.0,4.0,0.0,0.0,13.0,18.0,0.0
1.000,30.0,0.0,Ravensville,30.0,M,0.000,0.000,0.000,68.0,26997.0,S,4.0,40.0,48.0,0.0,0.0,3.0,3.0,13.0,18.0,13.459
2.000,25.0,0.0,Queensbury,25.0,M,0.000,0.000,0.000,68.0,26997.0,S,4.0,8.0,12.0,0.0,0.0,2.0,1.0,13.0,18.0,7.47
1.000,64.0,33.0,Catburg,64.0,M,0.000,1.000,0.000,68.0,26997.0,M,3.0,40.0,48.0,0.0,1.0,5.0,2.0,13.0,18.0,8.668
2.000,38.0,11.0,Foxton,38.0,F,0.000,0.000,0.000,68.0,26997.0,U,4.0,27.0,36.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0
2.000,40.0,12.0,Catburg,40.0,F,0.000,0.000,0.000,68.0,26997.0,U,4.0,25.0,36.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0
2.000,55.0,28.0,Foxton,55.0,M,0.000,0.000,0.000,52.0,26961.0,M,2.0,10.0,12.0,3.0,2.0,0.0,0.0,14.0,32.0,0.0
3.000,55.0,28.0,Foxton,55.0,M,0.000,0.000,0.000,52.0,26961.0,M,2.0,10.0,12.0,3.0,2.0,0.0,0.0,14.0,32.0,0.0
2.000,46.0,21.0,Princeton,46.0,M,0.000,0.000,0.000,52.0,26961.0,S,2.0,14.0,24.0,3.0,0.0,0.0,0.0,14.0,32.0,0.0
2.000,44.0,16.0,Foxton,44.0,F,0.000,0.000,0.000,66.0,27021.0,S,5.0,24.0,36.0,0.0,0.0,4.0,2.0,12.0,21.0,11.36
4.000,28.0,0.0,Kingsville,28.0,M,0.000,0.000,0.000,52.0,27044.0,S,3.0,22.0,24.0,3.0,3.0,2.0,1.0,11.0,36.0,12.456
3.000,28.0,0.0,Kingsville,28.0,M,0.000,0.000,0.000,52.0,27044.0,S,3.0,22.0,24.0,3.0,3.0,2.0,1.0,11.0,36.0,12.456
2.000,39.0,11.0,Kingsville,39.0,M,0.000,0.000,0.000,52.0,27044.0,S,3.0,5.0,12.0,3.0,0.0,0.0,0.0,11.0,36.0,0.0
2.000,64.0,37.0,Foxton,64.0,F,0.000,0.000,0.000,37.0,27025.0,U,6.0,40.0,48.0,5.0,0.0,4.0,4.0,16.0,45.0,11.3
3.000,64.0,37.0,Foxton,64.0,F,0.000,0.000,0.000,37.0,27025.0,U,6.0,40.0,48.0,5.0,0.0,4.0,4.0,16.0,45.0,11.3
2.000,64.0,37.0,Foxton,64.0,M,0.000,0.000,0.000,37.0,27025.0,U,6.0,16.0,24.0,5.0,0.0,3.0,2.0,16.0,45.0,8.388
2.000,41.0,9.0,Ravensville,41.0,M,0.000,0.000,0.000,37.0,27025.0,U,7.0,15.0,24.0,5.0,1.0,3.0,1.0,16.0,45.0,11.716
2.000,45.0,15.0,Catburg,45.0,F,0.000,0.000,0.000,37.0,27025.0,U,7.0,40.0,48.0,5.0,0.0,0.0,0.0,16.0,45.0,0.0
3.000,45.0,15.0,Catburg,45.0,F,0.000,0.000,0.000,37.0,27025.0,U,7.0,40.0,48.0,5.0,0.0,0.0,0.0,16.0,45.0,0.0
2.000,36.0,3.0,Princeton,36.0,F,0.000,0.000,0.000,59.0,27019.0,M,7.0,22.0,24.0,1.0,1.0,3.0,2.0,8.0,31.0,10.352
1.000,36.0,3.0,Princeton,36.0,F,0.000,0.000,0.000,59.0,27019.0,M,7.0,22.0,24.0,1.0,1.0,3.0,2.0,8.0,31.0,10.352
2.000,42.0,15.0,Kingsville,42.0,F,0.000,0.000,0.000,69.0,26958.0,S,2.0,28.0,36.0,0.0,1.0,0.0,0.0,10.0,19.0,0.0
2.000,56.0,25.0,Foxton,56.0,F,0.000,0.000,0.000,69.0,26958.0,S,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0
3.000,56.0,25.0,Foxton,56.0,F,0.000,0.000,0.000,69.0,26958.0,S,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0
2.000,32.0,2.0,Kingsville,32.0,M,0.000,0.000,0.000,69.0,26958.0,M,2.0,34.0,36.0,0.0,1.0,0.0,0.0,10.0,19.0,0.0
2.000,41.0,14.0,Queensbury,41.0,F,0.000,0.000,0.000,69.0,26958.0,U,2.0,35.0,36.0,0.0,2.0,4.0,1.0,10.0,19.0,10.329
2.000,35.0,7.0,Catburg,35.0,M,0.000,0.000,0.000,69.0,26958.0,U,2.0,11.0,12.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0
2.000,19.0,0.0,Princeton,19.0,M,0.000,0.000,0.000,69.0,26958.0,S,2.0,16.0,24.0,0.0,1.0,4.0,2.0,10.0,19.0,9.982
2.000,34.0,6.0,Queensbury,34.0,M,0.000,0.000,0.000,69.0,26958.0,U,2.0,38.0,48.0,0.0,1.0,0.0,0.0,10.0,19.0,0.0
2.000,43.0,15.0,Princeton,43.0,M,0.000,0.000,0.000,58.0,27003.0,M,6.0,41.0,48.0,2.0,2.0,0.0,0.0,10.0,30.0,0.0
3.000,43.0,15.0,Princeton,43.0,M,0.000,0.000,0.000,58.0,27003.0,M,6.0,41.0,48.0,2.0,2.0,0.0,0.0,10.0,30.0,0.0
1.000,34.0,4.0,Queensbury,34.0,F,0.000,0.000,0.000,58.0,27003.0,U,6.0,16.0,24.0,2.0,0.0,2.0,1.0,10.0,30.0,9.359
2.000,21.0,0.0,Foxton,21.0,F,0.000,0.000,0.000,58.0,27003.0,S,6.0,31.0,36.0,2.0,4.0,0.0,0.0,10.0,30.0,0.0
2.000,37.0,10.0,Princeton,37.0,F,0.000,0.000,0.000,55.0,27027.0,M,3.0,7.0,12.0,2.0,0.0,0.0,0.0,9.0,34.0,0.0
2.000,35.0,3.0,Catburg,35.0,F,0.000,0.000,0.000,55.0,27027.0,S,3.0,39.0,48.0,2.0,0.0,0.0,0.0,9.0,34.0,0.0
2.000,32.0,0.0,Princeton,32.0,M,0.000,0.000,0.000,55.0,27027.0,S,3.0,28.0,36.0,2.0,1.0,0.0,0.0,9.0,34.0,0.0
2.000,28.0,0.0,Kingsville,28.0,F,0.000,0.000,0.000,55.0,27027.0,S,3.0,-4.0,0.0,2.0,0.0,0.0,0.0,9.0,34.0,0.0
3.000,28.0,0.0,Kingsville,28.0,F,0.000,0.000,0.000,55.0,27027.0,S,3.0,-4.0,0.0,2.0,0.0,0.0,0.0,9.0,34.0,0.0
3.000,44.0,12.0,Catburg,44.0,M,0.000,0.000,0.000,51.0,27013.0,S,2.0,36.0,48.0,3.0,5.0,0.0,0.0,9.0,38.0,0.0
2.000,44.0,12.0,Catburg,44.0,M,0.000,0.000,0.000,51.0,27013.0,S,2.0,36.0,48.0,3.0,5.0,0.0,0.0,9.0,38.0,0.0
4.000,42.0,15.0,Foxton,42.0,F,0.000,0.000,0.000,51.0,27013.0,M,2.0,29.0,36.0,3.0,1.0,1.0,1.0,9.0,38.0,9.632
2.000,41.0,15.0,Queensbury,41.0,F,0.000,0.000,0.000,51.0,27013.0,S,2.0,38.0,48.0,3.0,0.0,4.0,1.0,9.0,38.0,11.412
